,0,1
412,"У жены любовник. Но вот не знаю кто потому, что они скрывают. Просто чувствую это. Сильно изменила в поведении и максимально отдалилась от меня. Не хочу ныть тут, просто хочу спросить. Девочки, скажите. Почему нельзя признаться сразу, если разлюбила? Зачем откровенно бл*довать при живом муже? Анонимно",2022-04-15 12:04:46
411,"В России пришлось отложить использование новой назальной вакцины от коронавируса, которую в свое время испытывал даже президент РФ Владимир Путин. Как объяснил глава центра имени Гамалеи Минздрава России Александр Гинцбург, внезапно обнаружился дефицит насадок для распыления в носу.",2022-04-15 12:04:36
410,"Аллергики! Как и чем справляетесь с сезонкой? Я чувствую, что в этот раз сильнее и мне мои препараты не помогают. Анонимно, прочту все в коментах",2022-04-15 12:04:05
407,"Совсем скоро наступит светлый праздник Пасха. Одним из главных символов данного торжества является кулич 😋 
 
Приглашаем Вас на дегустацию куличей от ""Народного кондитера"", которая пройдёт 16 апреля в 13:00 по адресу: 
📍г. Москва, ул. Амундсена, дом 14 
🕐График работы магазина: с 9:00 до 21:00 
 
В составе кулича используем настоящий творог ГОСТ и сливочное масло ГОСТ без заменителей молочного жира, ароматную цедру лайма и лимона. Наши куличи воздушные, без использования дрожжей, украшены авторской помадкой! 😍 
 
Кроме того, в нашем ассортименте большой выбор вкусных тортов и десертов, домашних пельменей и вареников, которые никого не оставят равнодушными ✨💞 
 
https://vk.com/narodny_konditer",2022-04-14 15:08:16
406,"Здравствуйте Друзья,Москвичи,жители района Свиблово,Думаю что скорее всего вы сможете мне помочь. 
Вопрос в следующем.Я и мой знакомый,Александр Жирнов,ищем его двоюродного(сводного) брата по отцу 
Трифонова Ивана Анатольевича (по возрасту ему примерно 45-47 лет на сейчас) проживал в Свиблово на ул.Айвазовского 
с родителями,отца Ивана звали Трифонов Анатолий Иванович(Ему уже за 70 лет на сейчас должно быть) 
у Анатолия Ивановича,папы Ивана Анатольевича, был автомобиль ""Жигули"" седан,белого цвета.Деда,тоесть отца Анатолия Ивановича Трифонова 
звали Трифонов Иван Тимофеевич 1920 г.р. фронтовик.Дед был несколько раз в браке,поэтому фамилии у них разные,по Мамам. 
Связь пропала в конце 90х годов и о них ничего не известно.Кто местный,коренной из Свиблово,может кто то был знаком с Иваном Анатольевичем, 
вместе учились в школе,институте,были знакомыми или соседями,вращались в общих компаниях.Также вероятно у него и у самого есть супруга и дети, 
возможно вы знаете если не самого Ивана Анатольевича, то супругу или детей.Будем благодарны за любую информацию по данному вопросу. 
С глубоким пониманием и уважением Дмитрий и Александр.Пишите в любое время в личные сообщения.Всех вам благ,в быту и труде.",2022-04-14 15:07:51
404,"Однажды ты найдешь в кармане старого пуховика смятую одноразовую маску. И ностальгически улыбнешься, поправляя бронежилет.",2022-04-07 12:15:15
402,,2022-04-04 13:23:11
397,Подписывайтесь на телеграм-канал Москвы! 🙂 t.me/omoskva ✅,2022-03-28 14:08:48
396,"Так как будущего у нас теперь нет, то теперь спокойно можно жить в настоящем.",2022-03-25 09:18:17
394,,2022-03-24 15:04:35
393,"Вот выходишь ты из своего дома, где 50 пачек сахара и пол балкона гречки и приходишь в магазин, где 50 тонн гречки и до потолка сахара и пытаешься себя ущипнуть: это такой сбой матрицы или ты просто дурак? Анон",2022-03-23 11:14:52
392,"Дефицита карт «Тройка» не будет: их хватает на складе, а скоро еще оснастят российским чипом

Сейчас российский чип проходит финальное тестирование перед выпуском в масштабное производство. Переход на новый чип никак не скажется на функционале карты — пассажиры смогут использовать все возможности «Тройки», как и раньше, а возможности добавлять новые услуги и сервисы — только увеличатся.

Начальник столичного Департамента транспорта Максим Ликсутов также предлагает чаще пользоваться самым комфортным и инновационным способом оплаты Face Pay, которым пользуются сотрудники транспортного комплекса, а скоро он может появиться и в наземном транспорте.

«Мы выполняем задачу, поставленную Президентом РФ в рамках Нацпроекта «Цифровая экономика», — внедряем российские технологии в Транспортный комплекс Москвы. Ещё в 2018 году в рамках стратегического альянса ГУП «Московский Метрополитен» и ПАО «Микрон» мы создали совместное предприятие на базе ООО «Микрон Секьюрити Принтинг» — центра компетенций по транспортным проектам ГК Микрон. Еще три года назад мы начали готовить российский чип для нашей карты «Тройка». Сейчас эта технология проходит финальное тестирование производителем перед выпуском в масштабное производство. Закупку новых чипов у нашего российского производителя ООО «МСП» мы проведем дополнительно, а контракт на наше взаимодействие будет продлен на 5 лет в рамках решения Штаба у Мэра Москвы — С.С.Собянина по поддержке экономики. Предприятие будет обеспечено заказом на несколько лет вперед, будут сохранены рабочие места и будут продолжаться исследования по созданию еще более современного российского чипа для транспорта и банковской сферы. Московская билетная система — одна из самых надежных и современных в мире» — рассказал Максим Ликсутов.",2022-03-23 10:15:39
391,"Одинокий мужчина (20кг гречки, 16кг риса, 120 банок тушёнки) ищет женщину с сахаром, мукой, макаронами для совместного проживания. Интим возможен, но не обязателен. Анон",2022-03-22 09:20:55
389,"От нас уходят Пепси, Макдональдс, Кока-кола, американское кино... У меня закрадывается мысль, что американцы решили сделать из нас здоровую и психически нормальную нацию.",2022-03-10 10:57:35
386,"Владимира Жириновского госпитализировали с коронавирусом

У него поражено 50-75% легких

Напомним, что Жириновский сделал 8 прививок от ковида",2022-02-10 10:07:52
381,"Чем длиннее праздники, тем больше задуманного получается в это время не сделать.",2022-01-04 15:04:31
380,"Федерация бокса России открыла елку в Парке-отеле Русский

Федерация бокса России совместно с Центром Прогресса бокса с 29 декабря по 9 января проводят самую большую благотворительную новогоднюю елку под названием Рождественская сказка Федерации бокса России. Все атракционы на данном мероприятии проводятся на бесплатной основе. Посетить елку могут все желающие, дети всех возрастов и их родители, также Федерация бокса приглашает дети из детских домов, интернатов и малообеспеченных семей.

В день открытия на празднике побывали почти пять тысяч человек. К гостям с приветственной речью обратятся Президент Международной ассоциации бокса Умар Кремлёв, цитата из его Инстаграма:

""Мне очень приятно, что такое большое количество моих подписчиков со всей России и Серпухова приехало на открытие. Мы пообщались, пофотографировались и здорово провели время. Для меня очень важно сделать каждого патриота России хоть чуточку счастливее и радостнее в Новый год""

Всем детям вручили сладкие подарки, а еще можно было пообщаться с главным новогодним волшебником — Дедом Морозом. «Рождественская сказка» продлится до конца новогодних каникул, а именно до 9 января. На празднике гостей ждут: концерт с участием известных артистов и блогеров, самая длинная ледяная горка, катание на лошадях, увлекательные квесты, а также мастер-классы от именитых боксеров. Также добраться до праздника можно на бесплатном автобусе.

Адрес: Московская обл, Серпуховский р-н, парк-отель Русский
Расписание работы: ежедневно, вход бесплатный
29 декабря - 9 января - 12.00 - 19.00",2021-12-30 14:54:49
379,"Интересно, тут есть юристы? На работе постоянно заставляют делать то, что совсем не по обязанностям. Говоря простым языком «накидывают сверху». Когда я начинаю говорить об этом, начинают намекать, мол если не нравится, меняйте место работы. Но я то знаю, что где то я права…Анонимно пожалуйста",2021-12-30 13:38:33
373,"Посоветуйте репетитора по английскому? Заранее спасибо, анонимно",2021-12-10 09:40:31
367,"Бог, создавая дураков, вовсе не рассчитывал на то, что люди будут выбирать их депутатами.",2021-11-17 15:53:43
366,"Сеть кафе «Всё-ем» это новый формат направления для фастфуда в Москве!

Девиз: «Высокое качество - разумные цены!».

«Всё-ем» предлагает роллы, пиццу и хот-доги по доступной цене и гибкую систему скидок, бонусов, подарков и акций, без экономии на качестве продуктов. С нами вы всегда щедрый и платежеспособный клиент.

Кстати, до конца ноября действует акция «Купи за 99 рублей», все подробности в Instagram-аккаунте :)

Адреса кафе:

📍ул. Профсоюзная, 126 к2, Коньково Пассаж
📍бульвар Дмитрия Донского, 1, ТЦ Северное сияние
📍Скандинавский бульвар, 6

Сделать заказ: vse-em.ru
Тел.: +7 (495) 090-22-33

Наш инстаграм: instagram.com/vse__em

Кафе работают только на доставку и самовывоз!",2021-11-16 12:44:08
361,"Что европейцу - локдаун, то русскому - выходные.",2021-11-04 09:16:31
353,"Пошел фотографироваться (на паспорт). Причесался. Сел. Фотограф мне говорит вежливо:
- Масочку снимите, пожалуйста.
Сила привычки 😅",2021-10-19 12:26:36
342,У кого-нибудь заработал инстаграм или вотцап?,2021-10-04 19:01:12
332,,2021-09-25 17:58:12
328,"Моя кошка чересчур сообразительная. Она просто смотрит на нас, что мы делаем, и запоминает. Когда ей скучно, она открывает шкафы, может включить воду в раковине, включить робот-пылесос, плиту (комбинация из двух клавиш). Приходится, уходя из дома, всё обесточивать. Ночью спит головой на подушке и телом под одеялом, как мы. А утром лапой выключает будильник на телефоне. Порой становится как-то жутко. Последнее, что меня убило, что она включила кондиционер, нажав лапой на нужную кнопку.",2021-09-22 16:59:09
318,"Считаю, что России нужно постепенно сворачивать празднование победы в войне и потихоньку начинать послевоенное восстановление страны!",2021-09-06 13:23:44
307,"Здоровый человек, не имеющий автомобиля и жены, практически беззащитен перед алкоголем.",2021-08-24 14:13:18
303,"Зашли с молодым человеком и подругой в кафе с самообслуживанием. Пока они делали заказ у стойки, я пошла в туалет. Он стоил 25 рублей, но при предъявлении чека клиентам кафе бесплатно. Я подхожу к ребятам, на стойке лежит чек, и я говорю: ""О, кто-то оставил чек, схожу с ним в туалет!"" Они посмотрели на меня как на ненормальную и говорят: ""Вон салфетки лежат, возьми!"" Анонимно",2021-08-18 08:23:35
300,"Если Россия тушит пожары в Турции, то почему Турция не ликвидирует наводнения в России?",2021-08-16 11:52:47
295,"В аэропорту Шереметьево пьяный пассажир покатался по лентам для транспортировки багажа 😅 Чтобы найти багаж, надо думать как багаж",2021-08-10 12:51:47
293,"Публикуем новости с места событий быстрее, чем СМИ! 😎 Будьте в курсе, что происходит в столице! 🙂 Подписывайтесь! ✅ t.me/omoskva",2021-08-09 13:54:42
292,Самый простой способ научиться молчать - это бросить материться.,2021-08-06 10:25:17
291,,2021-08-05 10:01:39
276,Расходы на видимость приняли невиданные размеры.,2021-07-22 10:44:15
275,"Много горячих вакансий от ВкусВилл!🔥
Ищешь работу?

Мы рады приветствовать в команде каждого, кто готов спасать людей от голода) Работники торгового зала, сборщики и другие вакансии ждут своих супергероев!

Звони или переходи по ссылке и отправляй анкету онлайн 👉https://vk.cc/c3HZWM",2021-07-21 15:07:05
274,"Электронная очередь в России, это когда ты регистрируешься на Госуслугах, чтобы получить талон, который надо обязательно распечатать, иначе не на чем потом будет записать свой номер живой очереди.",2021-07-21 12:41:21
272,Второй день рождения 😱,2021-07-20 10:38:53
271,"Я правильно понял, что богатые делают прививку, чтобы ходить по ресторанам, а бедные — чтобы ходить на работу?",2021-07-15 09:54:03
270,,2021-07-14 12:18:55
263,Половина жителей России поддержали обязательную вакцинацию другой половины жителей России.,2021-06-30 13:09:28
257,"В ипотеке отказали из-за низкого дохода, а в детском пособии из-за высокого дохода. Средний класс, сука.",2021-06-15 21:12:20
256,,2021-06-10 20:22:50
255,"Пообщаемся по телефону? Поговорим по телефону?
Если захочется позвонить Леониду
+74950014700 (WhatsApp Viber) Город Москва Россия
+74950014716 (WhatsApp Viber) Город Москва Россия
+79315210053 (WhatsApp Viber Telegram) Мобил Москва Россия
+79315210105 (WhatsApp Viber Telegram) Мобил Москва Россия

Может быть подружимся, познакомимся по телефону.

[id656668678|Мистер Леонид]",2021-06-10 16:00:03
251,"Если бы Виктор Цой дожил до наших дней, то он бы афигел от таких перемен.",2021-05-24 11:08:30
250,"Май - это такой месяц, когда загорать ещё рано, а худеть уже поздно.",2021-05-12 20:42:22
245,"В рамках программы борьбы с бедностью населения, депутаты анонсировали закон, запрещающий гражданам свистеть в жилых помещениях.",2021-04-29 15:34:20
240,"Апарт-отель в Геленджике просмотрело 100 млн, но никто не забронировал!",2021-04-16 11:48:49
239,"Давайте говорить как петербуржцы: не администрация, а взятошная.",2021-04-15 11:40:47
234,"13-лeтний пoдpocтoк пoкoнчил c coбoй пocлe тoгo, кaк мaмa cкaзaлa, чтo oн никoмy нe нyжeн.

Шкoльник нe oчeнь xopoшo yчилcя (пocлeднюю чeтвepть зaкoнчил c шecтью двoйкaми) и пoэтoмy cильнo кoнфликтoвaл c мaтepью. Нaкaнyнe, пo eё мнeнию, coвceм жёcткo пpoвинилcя: cлyчaйнo пoтpaтил c poдитeльcкoй кapтoчки шecть тыcяч нa oнлaйн-игpy.

Мaмa этo зaмeтилa, пpишлa yтpoм в eгo кoмнaтy, copвaлa c нeгo oдeялo, oблилa xoлoднoй вoдoй и cкaзaлa, чтo oн никoмy нe нyжный изгoй. Пoдpocтoк нaпиcaл o cлyчившeмcя cвoeмy дpyгy, нo и тaм ocoбoй пoддepжки нe нaшёл. Вeчepoм мaмa нaшлa peбeнкa мёpтвым.

Нaпoминaeм, чтo для дeтeй ecть cпeциaльнaя cлyжбa пcиxoлoгичecкoй пoмoщи.",2021-03-24 12:03:20
232,"Станцией ""Спортивная"" надо называть все станции метро без эскалатора.",2021-03-22 12:45:00
229,"Антипрививочник - звучит гордо.
Но недолго.",2021-03-18 15:26:06
224,"Отрезавшая голову ребенку в Москве Гюльчехра Бобокулова, работавшая няней в семье, в скором времени может оказаться на свободе.

Врачи уверены, что их пациентка неопасна, а общественники голосуют за строгий контроль.

Адвокат Бобокуловой сообщил, она проходила лечение в психиатрической лечебнице в Казани, выздоровела и выходит на свободу.

Конкретная дата освобождения Бобокуловой не называется. Также неизвестно куда она отправится, находясь на свободе.

Напомним, что Бобокулова 29 февраля 2016 года отрезала голову четырехлетней больной девочке, за которой ухаживала по найму в одной семье в Москве. Позже она подожгла квартиру, а сама отправилась к метро ""Октябрьское поле"", где продемонстрировала полицейским отрезанную голову ребенка и заявила, что сейчас взорвет себя. Она была задержана через 40 минут.

Бобокулова проходила психиатрическую экспертизу в НИИ имени Сербского, затем ее поместили в психиатрическую больницу при СИЗО, а позже Хорошевский суд освободил ее от ответственности и отправил на принудительное лечение. Также из Самаркандского областного психоневрологического диспансера пришел документ, что Бобокулова стояла на учете с 2003 года с диагнозом ""Острый шизофренический эпизод. Галлюцинаторный синдром"".",2021-03-17 17:06:21
223,"Вы замечали, что в принципе все не так уж и дорого, если у вас есть деньги?",2021-03-17 16:44:39
221,"Лайфхак, как не терять беспроводные наушники",2021-03-16 15:48:05
220,Щедрый друг лучше старых двух.,2021-03-16 15:08:30
219,"Плохая примета - это когда ты провёл ночь с девушкой, просишь наутро показать её фотку в паспорте, а она говорит, что у неё пока нет паспорта...",2021-03-14 17:16:30
218,"Профессиональная медицинская помощь в области наркологии 24 часа в сутки !
Капельницы на дому 💉
Работаю анонимно по Москве и МО.
Оперативный выезд. Быстрая помощь.
Современное медицинское оборудование.
Снятие отравления любой степени тяжести 🙏Назначение лечения и реабилитация.
При поддержке ведущих клиник Москвы.
Вся необходимая документация на руках 👌
Звоните: 89254683988
WhatsApp Viber Telegram
Возможны противопоказания. Необходима консультация специалиста.",2021-03-14 12:33:53
216,Для жителей Сибири и Дальнего Востока загнивающий запад - это Москва.,2021-03-11 11:56:42
215,,2021-03-10 20:18:36
212,"Ничто так не ухудшает жизнь, как меры правительства по её улучшению.",2021-03-10 14:34:40
211,,2021-03-10 12:31:53
209,Поздравляю всех с прошедшим международным днём обогащения флористов.,2021-03-09 13:36:46
206,"Любви все возрасты покорны, чего нельзя сказать о сексе",2021-03-04 12:40:52
205,Нашел возле метро Свибдово.Верну собственнику,2021-03-04 09:52:26
204,"Меня часто упрекают, что я живу только в своё удовольствие. Простите, а в чьё удовольствие я должен жить?!",2021-03-04 09:14:16
196,"Почему-то жители стран, президенты которых во всём виноваты, живут гораздо лучше, чем в той, где он вечно прав.",2021-02-15 18:18:04
193,"Надеюсь, в кинотеатрах навсегда останется социальная дистанция. Так паршиво делить с кем-то подлокотник.",2021-02-11 08:07:10
188,В воскресенье в Москве количество арестованных впервые превысило количество заболевших.,2021-02-02 17:17:13
184,"Кто собирается на митинг? Анонимно, пожалуйста",2021-01-22 17:43:46
183,"А помните, ходила шутка, что если сложить все деньги, которые мы сдавали на капремонт, то можно построить дворец? Так вот это не шутка.",2021-01-22 12:31:43
180,"Не очень приятно осознавать, что с тобой готова гулять только собака. Да то, только потому, что она хочет срать.",2021-01-13 17:19:45
177,"Добрый день! Есть желающие в теплоте раз в неделю, по выходным, играть в футбол? Уровень игры, количество финансов не имеют значения, главное ответственность и пунктуальность.
Пишите в вотсап 8-965-218-59-10",2021-01-08 10:33:00
176,"Кто-нибудь видел парня с собакой беспородной, который заливает других собак в Свиблово???",2021-01-08 10:31:30
171,"🚀 Размещение рекламы в сообществах Москвы! 😃 
90р./пост

🎯 Прайс 👉 vk.com/@moskvapodslushano-prais-na-reklamu
📞 +7 (499) 340-80-10
✍🏻 vk.com/a_malinskaya",2020-12-29 14:09:06
168,"Внимание‼
Несколько дней назад в районе Медведково на улицу была бездушно выкинута собака... 
Несколько дней она ночевала под забором на снегу. Сейчас мы отдали ее в платную передержку, пока не найдём хозяина. Услуга дорогая, поэтому просим откликнуться всем неравнодушным, кто давно мечтал завести собаку‼ 
Инфо:
Кобель, возраст около года, но не более. Метис, точно есть помесь лайки. Абсолютно здоров, 25.12 получил ветпаспорт со всеми необходимыми вакцинациями и обработками. Пёс очень дружелюбный и спокойный, прекрасно слушает команды. Подойдёт для семей с детьми. По всем вопросам пишите/звоните 89858150884 Виктория",2020-12-27 16:11:23
167,Сдаётся в аренду машиноместо в Свиблово,2020-12-27 16:11:21
166,"В районе жилого дома на Игарском проезде (м. Свиблово) обнаружен кот. Окрас породистый, людей не боится, ластился, когда гладил. Скорее всего потеряшка. 
Если узнали своего питомца, пишите в лс, сообщу, где искать!",2020-12-27 16:10:45
165,"Остерегайтесь мошенников! Перед праздниками заказал жене духи от Шанель и золотые сережки, а прислали два спиннинга и стульчик для рыбалки.",2020-12-26 20:24:02
162,"Нa мусoрoперaбoтке рaбoтники спaсли дoмaшнегo кoтa, кoтoрoгo выкинули в мешке. Сoтрудник нa кoнвейере в пoследний мoмент снял егo с ленты и вызвoлил из лaп кoшaчьей смерти.",2020-12-23 11:43:25
161,,2020-12-22 14:32:04
158,"В Москве нашли 119-летнюю пенсионерку.
""Вот сука!"" - прокомментировал Пенсионный фонд.",2020-12-18 15:33:21
157,,2020-12-18 13:36:05
154,"01.12.2020
 Пропала нашла любимая собака.
 Кличка Нафаня, порода Брюссельский гриффон
 Если кто видел отзовитесь пожалуйста!!!
 89057470976
 89035098493
 Была одета в костюм!
 Пропала район Свиблово, ул. Летчика бабушкина дом 11к2",2020-12-18 12:18:57
153,"Не изменяю, не даю даже повода для ревности. А молодой человек ревнует все равно. Вот как такого успокоить? Анонимно",2020-12-18 11:38:45
146,,2020-12-08 15:06:41
140,"Россиянин, помни! Заботясь о своём здоровье, ты ставишь в затруднительное положение Пенсионный фонд.",2020-11-30 11:18:49
139,"РОЗЫСК!‼ 
 
Пожалуйста🙏Максимальный репост❗ 
 
Помогите распространять, пропал родственник друга! Спасибо за репост и посильную помощь!",2020-11-30 11:18:45
138,,2020-11-29 12:05:32
137,"Ну нашла же дура время когда водку в бутылке водой подменить! Налил, замахнул рюмашку - ни запаха, ни вкуса. Чуть не поседел.",2020-11-29 11:37:30
129,,2020-11-28 09:00:06
128,"Если вы бегаете по утрам в парке, а об этом никто не знает, то это не считается.",2020-11-28 06:00:04
127,"Вот это поворот! В Москве запустили конкурс, по итогам которого станет известен новый вид московских районов. У 89 проектов планировки появится свой интересный фирменный стиль.

Может, тогда и жителям одеваться в зависимости района проживания? И сразу будет ясно, что тот, в костюме медведя, из Медведково, а паренёк в шляпе и с бакенбардами с Пушкинской!

Подслушано в [club87725380|@genplan_institute]",2020-11-27 18:29:59
126,"Средний класс в России — это те люди, которым в магазине говорят:
- Тут колбаски чуть больше полкило вышло.
А они отвечают:
- Да оставьте.",2020-11-27 12:45:53
120,"Свиблово. Милый котёнок Мурик всё ещё В ПОИСКАХ ДОМА и надежного хозяина.🙏🏻 Малышу уже 4 месяца. Вырос, стал статным, стройным котиком.☀ Глазик ему спасли, видит им примерно на 70%. 
Находится в Москве, м. Свиблово. ОЧЕНЬ-ОЧЕНЬ нуждается в доме, зимой на улице не выжить!",2020-11-27 10:31:26
119,Госдума приняла закон о переименовании накопительной части пенсии россиян в расхитительную.,2020-11-27 09:53:48
113,Белочка в нашем парке уже поменяла шубку к зиме 🐿❄,2020-11-27 09:22:46
112,"Ищу работу продавца от 45 тр в Свиблово, опыт работы более 5 лет. Девушка 26 лет. Анонимно",2020-11-27 09:20:43
108,"сегодня, имела ""счастье"" прокатиться сегодня на новеньком автобусе маршрута 567. Сначала испытала удовольствие от нового транспорта и возможности наконец добираться до метро не на подножке маршрутки, дыша в спину другим пассажирам, а как ""белый человек"", сидя на сидении. К сожалению, восторги быстро улетучились. Есть большие сомнения в наличии водительских прав у водителя-""иностранца"". Машину при малейшем торможении дергало так, что люди соскакивали с сидений. На поворотах его сильно ""заносило"". А когда водитель, заехав в Мытищи, спросил у пассажиров на каком светофоре ему нужно повернуть, в автобусе возникла гробовая тишина.. Короче, есть впечатление, что данный маршрут, перевозчик Автолайн - аттракцион для экстремалов. В следующий раз подумаю, садиться ли в этот автобус или подождать другой маршрут..",2020-11-27 09:18:05
107,Здравствуйте! Помогу всем желающим изучить английский язык профессионально! 😊 Свиблово - мой район! Всем хорошего дня! 😉,2020-11-27 05:00:08
104,"20.11.2020 
Найдена кошка! 
 
Зашла в офис (жк Триколор) и не уходит. Похоже, что домашняя - ласковая, ручная, тянется к человеку. 
По возрасту - примерно 5-12 месяцев. 
Хозяева, найдитесь! 
 
8-967-191-16-11 Оксана.",2020-11-26 20:46:25
102,Охраннику в супермаркете не выдали термометр и он при входе просто всех целовал в лоб.,2020-11-20 18:12:10
98,"Врач скорой помощи засудила женщину, которая попросила ее надеть бахилы

В декабре 2019 году фельдшер скорой выехала по вызову, но вот к больному попасть не смогла. Жена мужчины, которому была необходима помощь, отказалась пускать ее в квартиру без бахил. Утверждала, что на улице грязно, а у нее в доме двое маленьких детей.

Фельдшер отказалась, якобы из-за риска травматизма, развернулась и уехала. А еще и подала в суд на любительницу чистоты.

Недавно суд обязал чистюлю выплатить врачу 30 000 рублей за моральный ущерб.",2020-11-05 19:52:58
90,"Приснился сон: будто на дворе лето 2021 года, в мире бушует пандемия нового кишечного вируса, и мы все такие ходим в памперсах и обсуждаем, что в 2020-м в масках было гораздо лучше.",2020-10-07 17:23:48
89,,2020-10-06 09:41:41
88,"Москвичи настолько богатые, что выбрасывают одноразовые маски после пятой стирки.",2020-10-04 19:42:20
81,"""Ты у***к, я москвичка"" - в таких выражениях сильно неадекватная, пьяная дама устроила истерику таксисту. Героиня этих кадров переплюнула Яну ""везименямразь"" - она обмочилась в салоне машины, чем-то облила саму себя, а после начала поливать грязью из слов самого водителя, да еще и отказалась платить за поездку, какие-то 600 рублей. Водитель рассказал ТК «360», что муж женщины, приехав ее забирать, оказался «очень приятным человеком». Видимо, привык уже к ней – подытожил Нурдоолот.",2020-08-30 11:30:01
80,"Отдам в добрые,любящие руки !
Котёнка выбросили,не смогла пройти мимо.Очень ласковый мальчик ,кушает абсолютно все. Не могу оставить ,тк кошка плохо реагирует на него . Очень добрый и умный.",2020-08-29 22:00:51
78,"Друзья, мы открылись 😃 Всем сюда!

8 августа состоялось открытие Global Events PARK – Территории Творческих Экспериментов ✅ facebook.com/globaleventspark

Живая музыка, концертные программы, фестивали, маркеты еды и много чего еще + огромное пространство для отдыха на свежем воздухе.

Ближайшее мероприятие 29 августа 2020 — концерт группы Анимация «КЕРОСИННИК НА СВЕЖЕМ ВОЗДУХЕ» ✅ vk.com/animaciyainfo

Билеты можно купить ✅ orbita.16tons.ru либо в кассе на входе в PARK. Вас ждет супер-позитивный безграничный рок-н-ролльный угар!

📍 yandex.ru/maps/-/CCQty2GQsC",2020-08-25 19:05:12
77,"Как будто в соседнем классе дети решились вместе навалять доставшему всех гопнику, а мы ждём, что наш после девятого класса уйдёт.",2020-08-21 12:02:42
